Chromosome	Integration site	Dataset
chr2	152661178	Lucic
chr2	231983438	Lucic
chr3	146256566	Lucic
chr3	169661339	Lucic
chr3	51270421	Lucic
chr3	63991749	Lucic
chr6	116457533	Lucic
chr6	128181203	Lucic
chr6	41923054	Lucic
chr7	104803609	Lucic
chr8	17819562	Lucic
chr9	100751471	Lucic
chr1	113494000	Lucic
chr1	16226851	Lucic
chr1	168167712	Lucic
chr11	65204129	Lucic
chr11	66427622	Lucic
chr12	120158407	Lucic
chr12	6604616	Lucic
chr12	90084710	Lucic
chr13	30416677	Lucic
chr15	77630419	Lucic
chr19	12390628	Lucic
chr2	29392776	Lucic
chr5	174928692	Lucic
chr6	45055166	Lucic
chr7	33082890	Lucic
chr1	29264909	Lucic
chr11	70196958	Lucic
chr2	106775331	Lucic
chr2	17948222	Lucic
chr2	3593656	Lucic
chr20	30884775	Lucic
chr21	46612739	Lucic
chr3	169885760	Lucic
chr3	50140530	Lucic
chr9	26976908	Lucic
chr10	27140474	Lucic
chr11	36518861	Lucic
chr13	33272534	Lucic
chr13	41933309	Lucic
chr15	68434343	Lucic
chr17	28819855	Lucic
chr19	14502128	Lucic
chr2	128137892	Lucic
chr20	61556513	Lucic
chr21	34136330	Lucic
chr3	142744177	Lucic
chr4	69345616	Lucic
chr5	37002875	Lucic
chr6	31546037	Lucic
chrX	154805032	Lucic
chr1	45227603	Lucic
chr10	60098055	Lucic
chr11	108637553	Lucic
chr11	110328966	Lucic
chr12	6912286	Lucic
chr13	75868492	Lucic
chr17	79570819	Lucic
chr17	79592746	Lucic
chr18	48460062	Lucic
chr19	37429628	Lucic
chr3	129508146	Lucic
chr4	71804897	Lucic
chr5	138637305	Lucic
chr5	164174208	Lucic
chr5	93332337	Lucic
chr6	105235774	Lucic
chr7	17957965	Lucic
chr8	38226773	Lucic
chr8	74702851	Lucic
chr9	125658151	Lucic
chr9	136544826	Lucic
chr1	51423645	Lucic
chr1	67444527	Lucic
chr10	14939248	Lucic
chr11	17180485	Lucic
chr11	65426660	Lucic
chr13	42513223	Lucic
chr13	74553400	Lucic
chr14	62215203	Lucic
chr2	179981020	Lucic
chr3	146242619	Lucic
chr3	32578301	Lucic
chr4	104062377	Lucic
chr4	186090898	Lucic
chr5	137277343	Lucic
chr6	170108077	Lucic
chr7	135109463	Lucic
chr10	12780942	Lucic
chr10	75197065	Lucic
chr10	76101550	Lucic
chr11	47554144	Lucic
chr16	53484458	Lucic
chr17	12003495	Lucic
chr17	44219206	Lucic
chr2	219106716	Lucic
chr2	39654414	Lucic
chr2	86438726	Lucic
chr3	142142570	Lucic
chr5	162906585	Lucic
chr5	5442121	Lucic
chr8	28884652	Lucic
chr12	26917119	Lucic
chr13	74650746	Lucic
chr3	114414504	Lucic
chr3	154010339	Lucic
chr3	73070762	Lucic
chr5	36882877	Lucic
chr5	43618406	Lucic
chr6	42599282	Lucic
chr8	132952853	Lucic
chr9	135217547	Lucic
chr1	33314221	Lucic
chr10	32646132	Lucic
chr16	89384443	Lucic
chr19	39328420	Lucic
chr2	136300030	Lucic
chr20	33478844	Lucic
chr22	40285932	Lucic
chr4	151468133	Lucic
chr4	166969780	Lucic
chr5	120583116	Lucic
chr6	45315350	Lucic
chr7	130630164	Lucic
chr8	107722830	Lucic
chr8	132926273	Lucic
chr8	41822738	Lucic
chr9	128588190	Lucic
chr9	75775907	Lucic
chr10	124156609	Lucic
chr13	42343507	Lucic
chr14	45584791	Lucic
chr14	59805341	Lucic
chr17	2069738	Lucic
chr18	39617455	Lucic
chr18	9254541	Lucic
chr19	1644546	Lucic
chr19	39032013	Lucic
chr20	62905831	Lucic
chr21	27124916	Lucic
chr21	33093537	Lucic
chr22	41512179	Lucic
chr3	178936802	Lucic
chr3	182526965	Lucic
chr3	93760004	Lucic
chr5	142693281	Lucic
chr5	39136706	Lucic
chr6	131928163	Lucic
chr8	100510561	Lucic
chr9	114178436	Lucic
chr9	21332157	Lucic
chrX	77373770	Lucic
chr10	114164212	Lucic
chr11	65915181	Lucic
chr12	111012957	Lucic
chr13	103466979	Lucic
chr13	30380605	Lucic
chr16	11826546	Lucic
chr16	24562643	Lucic
chr16	89792888	Lucic
chr17	1749216	Lucic
chr19	12244770	Lucic
chr19	19400006	Lucic
chr2	84960408	Lucic
chr21	26796774	Lucic
chr3	17767943	Lucic
chr4	151468509	Lucic
chr4	53514726	Lucic
chr4	89533095	Lucic
chr4	90218517	Lucic
chr5	139892483	Lucic
chr5	98198048	Lucic
chr6	131211056	Lucic
chr6	149647976	Lucic
chr6	34292385	Lucic
chr7	104661844	Lucic
chr7	5680350	Lucic
chr7	87493962	Lucic
chr7	92908912	Lucic
chrX	153937158	Lucic
chrX	21420634	Lucic
chrX	40560552	Lucic
chr1	193220498	Lucic
chr1	87188403	Lucic
chr10	5752613	Lucic
chr10	86131580	Lucic
chr11	72696496	Lucic
chr15	52015739	Lucic
chr17	29628925	Lucic
chr17	76764429	Lucic
chr2	64344470	Lucic
chr2	96861459	Lucic
chr20	13531968	Lucic
chr20	33235954	Lucic
chr3	97983923	Lucic
chr4	146792539	Lucic
chr4	151269156	Lucic
chr4	1735409	Lucic
chr4	184600545	Lucic
chr4	185584850	Lucic
chr4	36092026	Lucic
chr7	11160581	Lucic
chr7	151899483	Lucic
chr7	6175621	Lucic
chr8	110342926	Lucic
chr8	41809813	Lucic
chr8	54681803	Lucic
chr8	9583093	Lucic
chrX	30593598	Lucic
chr1	17359749	Lucic
chr1	21480555	Lucic
chr1	239885100	Lucic
chr1	77824084	Lucic
chr10	133951489	Lucic
chr10	27055248	Lucic
chr11	110158060	Lucic
chr12	48078634	Lucic
chr17	37926030	Lucic
chr19	44089838	Lucic
chr19	58800921	Lucic
chr19	58950081	Lucic
chr2	109243597	Lucic
chr2	191782920	Lucic
chr3	105522089	Lucic
chr3	179342927	Lucic
chr3	184611853	Lucic
chr4	124077600	Lucic
chr4	87981527	Lucic
chr5	74896078	Lucic
chr6	128200968	Lucic
chr6	33397834	Lucic
chr6	670435	Lucic
chrX	109458847	Lucic
chr1	100592562	Lucic
chr12	70710997	Lucic
chr14	62118655	Lucic
chr14	94526582	Lucic
chr15	35742887	Lucic
chr22	18153555	Lucic
chr3	167406296	Lucic
chr3	45462461	Lucic
chr4	110636345	Lucic
chr4	147358256	Lucic
chr4	149146575	Lucic
chr4	164066522	Lucic
chr5	127470394	Lucic
chr6	16476624	Lucic
chr6	36413900	Lucic
chr7	30362191	Lucic
chr8	62562118	Lucic
chr8	100432118	Lucic
chr9	102884437	Lucic
chr9	26857417	Lucic
chr1	27754154	Lucic
chr12	99043323	Lucic
chr13	52017035	Lucic
chr13	77580080	Lucic
chr15	60826926	Lucic
chr15	68372703	Lucic
chr16	57045620	Lucic
chr17	80495240	Lucic
chr18	19418563	Lucic
chr19	10287174	Lucic
chr2	148794765	Lucic
chr2	230776864	Lucic
chr20	62356823	Lucic
chr3	136314030	Lucic
chr3	47121533	Lucic
chr4	69185087	Lucic
chr4	89590405	Lucic
chr5	99889813	Lucic
chr5	102290541	Lucic
chr5	169129804	Lucic
chr6	116569143	Lucic
chr7	117832155	Lucic
chr7	79823289	Lucic
chr8	79435878	Lucic
chr9	132773990	Lucic
chr9	37448298	Lucic
chr1	209948391	Lucic
chr1	27081829	Lucic
chr10	62121819	Lucic
chr11	36198418	Lucic
chr11	65949432	Lucic
chr12	122967280	Lucic
chr12	64180225	Lucic
chr12	77227968	Lucic
chr16	53945917	Lucic
chr17	33684533	Lucic
chr17	4256686	Lucic
chr17	42516130	Lucic
chr17	80487087	Lucic
chr19	47438930	Lucic
chr2	171913633	Lucic
chr2	242059315	Lucic
chr3	120445790	Lucic
chr3	138308673	Lucic
chr4	95479827	Lucic
chr6	155741205	Lucic
chr6	1871488	Lucic
chr6	33033432	Lucic
chr7	98623663	Lucic
chr8	92094036	Lucic
chr9	139783711	Lucic
chr1	193120412	Lucic
chr1	70700911	Lucic
chr10	124758937	Lucic
chr11	108658825	Lucic
chr11	13730544	Lucic
chr11	63396620	Lucic
chr11	65205459	Lucic
chr14	75290988	Lucic
chr15	43316707	Lucic
chr16	3119609	Lucic
chr19	34674625	Lucic
chr2	170892678	Lucic
chr22	50891662	Lucic
chr4	107092983	Lucic
chr4	36225291	Lucic
chr4	93378748	Lucic
chr5	56161031	Lucic
chr5	86533812	Lucic
chr6	80744013	Lucic
chr7	77005836	Lucic
chr7	83722505	Lucic
chr8	101300831	Lucic
chr9	26924847	Lucic
chr9	27559088	Lucic
chr9	34187342	Lucic
chr1	31736031	Lucic
chr10	28619013	Lucic
chr12	22676234	Lucic
chr12	6660858	Lucic
chr12	67451603	Lucic
chr13	44458236	Lucic
chr15	27361316	Lucic
chr15	74307449	Lucic
chr16	479252	Lucic
chr16	487601	Lucic
chr16	53205996	Lucic
chr16	53485542	Lucic
chr17	2550811	Lucic
chr17	76060397	Lucic
chr18	20550456	Lucic
chr2	48556562	Lucic
chr20	20561520	Lucic
chr20	43137976	Lucic
chr21	15901666	Lucic
chr4	17519413	Lucic
chr5	115468656	Lucic
chr5	179179157	Lucic
chr6	130360842	Lucic
chr6	35644494	Lucic
chr7	24893492	Lucic
chr7	92930115	Lucic
chr8	74880613	Lucic
chrX	44909344	Lucic
chr11	112167471	Lucic
chr11	84741665	Lucic
chr13	23946469	Lucic
chr13	41583835	Lucic
chr14	91936957	Lucic
chr16	3803773	Lucic
chr17	73356157	Lucic
chr17	80584801	Lucic
chr22	38047369	Lucic
chr3	160044520	Lucic
chr3	19994075	Lucic
chr3	31632493	Lucic
chr6	15332455	Lucic
chr6	160171367	Lucic
chr6	33276976	Lucic
chr1	184692023	Lucic
chr1	1812997	Lucic
chr1	40670796	Lucic
chr10	17702553	Lucic
chr10	61548638	Lucic
chr11	59362468	Lucic
chr12	51052985	Lucic
chr12	62940361	Lucic
chr14	81939276	Lucic
chr15	44669081	Lucic
chr17	57703856	Lucic
chr17	76698030	Lucic
chr18	9107933	Lucic
chr19	14102185	Lucic
chr2	197969081	Lucic
chr2	197987800	Lucic
chr2	201986909	Lucic
chr2	48033246	Lucic
chr3	130670031	Lucic
chr3	150327860	Lucic
chr3	49801976	Lucic
chr4	146025296	Lucic
chr4	36085982	Lucic
chr4	44705607	Lucic
chr4	56763412	Lucic
chr6	30554814	Lucic
chr8	118539387	Lucic
chr8	41901069	Lucic
chr9	14619420	Lucic
chr1	101376720	Lucic
chr1	114969196	Lucic
chr1	47752832	Lucic
chr10	38305704	Lucic
chr11	108141657	Lucic
chr11	61189201	Lucic
chr11	66948953	Lucic
chr12	51072589	Lucic
chr13	25827639	Lucic
chr13	47306857	Lucic
chr14	38570880	Lucic
chr14	71474280	Lucic
chr15	64851982	Lucic
chr15	94995666	Lucic
chr16	371712	Lucic
chr17	4227809	Lucic
chr17	6485988	Lucic
chr17	7363493	Lucic
chr2	159393184	Lucic
chr2	162837836	Lucic
chr2	175427627	Lucic
chr20	62348022	Lucic
chr21	17970814	Lucic
chr21	19189887	Lucic
chr22	40525810	Lucic
chr3	110984790	Lucic
chr3	98308506	Lucic
chr4	151542834	Lucic
chr5	118451244	Lucic
chr5	179257688	Lucic
chr5	89693345	Lucic
chr6	130404814	Lucic
chr6	155106585	Lucic
chr6	87897871	Lucic
chr7	105739262	Lucic
chr9	22073451	Lucic
chrX	153322952	Lucic
chr1	115032654	Lucic
chr1	173702653	Lucic
chr1	19786104	Lucic
chr1	211479098	Lucic
chr1	24846983	Lucic
chr10	126649430	Lucic
chr10	85905710	Lucic
chr10	90667322	Lucic
chr11	3712601	Lucic
chr11	65847164	Lucic
chr11	65852535	Lucic
chr12	111171787	Lucic
chr12	27108258	Lucic
chr13	32938091	Lucic
chr14	45575702	Lucic
chr14	61269910	Lucic
chr14	73554250	Lucic
chr14	77588508	Lucic
chr15	40913215	Lucic
chr16	22357853	Lucic
chr16	69668962	Lucic
chr16	88649611	Lucic
chr17	34916005	Lucic
chr17	74633641	Lucic
chr18	249141	Lucic
chr2	200815272	Lucic
chr3	17364452	Lucic
chr5	100150165	Lucic
chr5	122724255	Lucic
chr5	39014014	Lucic
chr6	135417324	Lucic
chr7	141290699	Lucic
chr8	92012982	Lucic
chrX	123192078	Lucic
chr1	185272266	Lucic
chr1	93020955	Lucic
chr11	16767540	Lucic
chr12	124956159	Lucic
chr12	49085599	Lucic
chr12	49723763	Lucic
chr12	58107198	Lucic
chr12	88553456	Lucic
chr13	52263869	Lucic
chr17	47434524	Lucic
chr17	76752942	Lucic
chr18	24053822	Lucic
chr19	8518389	Lucic
chr2	135889937	Lucic
chr2	55269139	Lucic
chr20	21336825	Lucic
chr20	34298541	Lucic
chr20	5546095	Lucic
chr21	30450699	Lucic
chr21	45436297	Lucic
chr3	150138153	Lucic
chr3	4882549	Lucic
chr3	87303223	Lucic
chr4	106136473	Lucic
chr4	107066608	Lucic
chr4	119662824	Lucic
chr4	36075206	Lucic
chr7	111909990	Lucic
chr7	127564571	Lucic
chr8	87397046	Lucic
chr9	106903185	Lucic
chrX	117249919	Lucic
chr1	150799364	Lucic
chr10	32311370	Lucic
chr10	74806007	Lucic
chr11	103088931	Lucic
chr11	229066	Lucic
chr11	72804510	Lucic
chr11	82984755	Lucic
chr12	26540976	Lucic
chr12	76169821	Lucic
chr13	98022333	Lucic
chr15	52673709	Lucic
chr16	20842033	Lucic
chr17	43144502	Lucic
chr17	47837170	Lucic
chr17	80148215	Lucic
chr19	16500608	Lucic
chr2	12457308	Lucic
chr2	231226908	Lucic
chr2	54147612	Lucic
chr2	68739120	Lucic
chr3	172494335	Lucic
chr4	120192834	Lucic
chr4	144141385	Lucic
chr5	109097823	Lucic
chr6	13655048	Lucic
chr6	25980644	Lucic
chr6	33755133	Lucic
chr7	86994155	Lucic
chr8	139733816	Lucic
chr9	128583210	Lucic
chr9	86605640	Lucic
chr1	154135016	Lucic
chr1	198687819	Lucic
chr11	124503893	Lucic
chr11	129071969	Lucic
chr12	123008294	Lucic
chr12	70667604	Lucic
chr17	4205169	Lucic
chr18	2721607	Lucic
chr19	7189772	Lucic
chr2	174813666	Lucic
chr22	39088303	Lucic
chr3	151964254	Lucic
chr6	136198881	Lucic
chr6	20776059	Lucic
chr7	99250650	Lucic
chr8	145260373	Lucic
chr8	98711931	Lucic
chr9	79036944	Lucic
chrX	21464194	Lucic
chr1	193203576	Lucic
chr10	97550330	Lucic
chr11	66929094	Lucic
chr11	85734150	Lucic
chr12	67332043	Lucic
chr13	79946574	Lucic
chr14	31630429	Lucic
chr14	51197080	Lucic
chr16	2035919	Lucic
chr17	38559199	Lucic
chr17	75335365	Lucic
chr17	79581333	Lucic
chr18	51802986	Lucic
chr19	39842340	Lucic
chr19	42061133	Lucic
chr21	30301861	Lucic
chr3	148717553	Lucic
chr3	16882814	Lucic
chr3	32748787	Lucic
chr3	69965127	Lucic
chr5	121307737	Lucic
chr5	38962437	Lucic
chr7	64003380	Lucic
chr8	131367098	Lucic
chr8	64094747	Lucic
chr9	123955523	Lucic
chr9	75777238	Lucic
chrY	14968126	Lucic
chr1	202726472	Lucic
chr1	2513668	Lucic
chr1	36437680	Lucic
chr1	51924826	Lucic
chr10	17218429	Lucic
chr10	32919739	Lucic
chr12	100732086	Lucic
chr13	20640167	Lucic
chr16	30081581	Lucic
chr17	38567678	Lucic
chr18	23838531	Lucic
chr2	203808912	Lucic
chr2	227837530	Lucic
chr2	32591165	Lucic
chr2	61412590	Lucic
chr3	32465214	Lucic
chr3	56707900	Lucic
chr3	87304548	Lucic
chr4	104095816	Lucic
chr4	184612981	Lucic
chr4	54900774	Lucic
chr5	151284613	Lucic
chr6	127613600	Lucic
chr6	56959238	Lucic
chr6	97675516	Lucic
chr8	12605959	Lucic
chr8	30490106	Lucic
chr9	134010924	Lucic
chr9	139117283	Lucic
chr9	15472282	Lucic
chr9	20606685	Lucic
chr9	74971950	Lucic
chr1	111715291	Lucic
chr1	16193005	Lucic
chr1	220414404	Lucic
chr11	65918379	Lucic
chr12	14524118	Lucic
chr12	52355489	Lucic
chr13	41583348	Lucic
chr15	34590043	Lucic
chr16	17474498	Lucic
chr16	28189692	Lucic
chr17	61098667	Lucic
chr18	9178822	Lucic
chr19	58311233	Lucic
chr2	25976766	Lucic
chr2	55801426	Lucic
chr20	46189147	Lucic
chr3	18777629	Lucic
chr3	45578838	Lucic
chr3	53073464	Lucic
chr4	143275085	Lucic
chr4	341155	Lucic
chr4	7888448	Lucic
chr4	80880409	Lucic
chr5	102489024	Lucic
chr5	145829348	Lucic
chr7	110646906	Lucic
chr8	71506404	Lucic
chr8	82740510	Lucic
chr9	133594408	Lucic
chr9	139988572	Lucic
chr9	3496106	Lucic
chr9	6419454	Lucic
chrX	105901119	Lucic
chr1	111719765	Lucic
chr1	86851122	Lucic
chr10	33535497	Lucic
chr10	69790594	Lucic
chr11	43424612	Lucic
chr11	62481956	Lucic
chr11	64542839	Lucic
chr16	50784877	Lucic
chr17	2500987	Lucic
chr17	41332322	Lucic
chr18	56378525	Lucic
chr19	19910822	Lucic
chr2	114693608	Lucic
chr2	38902380	Lucic
chr20	62905952	Lucic
chr22	39139914	Lucic
chr3	141242368	Lucic
chr3	39110619	Lucic
chr3	93772494	Lucic
chr6	117048502	Lucic
chr6	26001000	Lucic
chr6	35272485	Lucic
chr7	98680672	Lucic
chrX	154741722	Lucic
chr1	64943981	Lucic
chr11	101784787	Lucic
chr11	124520360	Lucic
chr11	65866218	Lucic
chr11	65892862	Lucic
chr14	102458404	Lucic
chr14	81973246	Lucic
chr15	66068364	Lucic
chr16	50236510	Lucic
chr17	37964713	Lucic
chr17	74195092	Lucic
chr2	28069856	Lucic
chr2	54243483	Lucic
chr3	179085923	Lucic
chr4	170483820	Lucic
chr5	137728916	Lucic
chr6	114294620	Lucic
chr6	144482981	Lucic
chr7	112105052	Lucic
chr7	27695911	Lucic
chr8	33259718	Lucic
chr9	117845418	Lucic
chr1	186381584	Lucic
chr10	75802935	Lucic
chr10	925088	Lucic
chr12	104481760	Lucic
chr12	66714289	Lucic
chr15	75782252	Lucic
chr16	22371790	Lucic
chr18	60840713	Lucic
chr19	1203534	Lucic
chr2	162257310	Lucic
chr2	170483706	Lucic
chr2	242900479	Lucic
chr2	62141429	Lucic
chr20	1685197	Lucic
chr20	44490707	Lucic
chr21	19150555	Lucic
chr22	31921093	Lucic
chr3	155608114	Lucic
chr3	167424371	Lucic
chr4	76716706	Lucic
chr5	10399575	Lucic
chr5	64948536	Lucic
chr5	65317319	Lucic
chr5	82367379	Lucic
chr6	101284154	Lucic
chr6	33220797	Lucic
chr6	34648792	Lucic
chr6	76384559	Lucic
chr7	30368908	Lucic
chr8	11672091	Lucic
chr1	121302338	Lucic
chr1	150634673	Lucic
chr1	42714236	Lucic
chr1	66747755	Lucic
chr11	246946	Lucic
chr12	54908847	Lucic
chr12	82796961	Lucic
chr13	21437363	Lucic
chr14	90458389	Lucic
chr16	50810275	Lucic
chr16	783082	Lucic
chr17	29060544	Lucic
chr17	41130598	Lucic
chr17	75444590	Lucic
chr17	76059061	Lucic
chr19	10717121	Lucic
chr19	41790672	Lucic
chr2	222328279	Lucic
chr22	45618330	Lucic
chr3	138473779	Lucic
chr3	20126916	Lucic
chr4	106093178	Lucic
chr4	141037371	Lucic
chr4	100763990	Lucic
chr5	132354662	Lucic
chr5	133954665	Lucic
chr7	120600150	Lucic
chr7	128909831	Lucic
chr8	41813146	Lucic
chr8	82626135	Lucic
chr9	72932102	Lucic
chr1	1123706	Lucic
chr1	231675173	Lucic
chr10	898985	Lucic
chr11	35190112	Lucic
chr11	46974785	Lucic
chr12	29521317	Lucic
chr12	32034521	Lucic
chr12	44122743	Lucic
chr13	49749971	Lucic
chr15	42517402	Lucic
chr17	27093781	Lucic
chr17	38571129	Lucic
chr17	3983023	Lucic
chr17	40420444	Lucic
chr18	33688792	Lucic
chr19	6822747	Lucic
chr2	55237712	Lucic
chr2	97385480	Lucic
chr20	10442656	Lucic
chr20	45000674	Lucic
chr3	66349207	Lucic
chr5	38966583	Lucic
chr6	26129758	Lucic
chr6	31524921	Lucic
chr6	33617742	Lucic
chr8	68149151	Lucic
chr9	5751575	Lucic
chrX	135813987	Lucic
chr1	230315188	Lucic
chr10	76391450	Lucic
chr11	5716835	Lucic
chr11	71770468	Lucic
chr11	75635944	Lucic
chr12	76805736	Lucic
chr13	99908070	Lucic
chr14	23372723	Lucic
chr16	519432	Lucic
chr17	28101086	Lucic
chr17	29194008	Lucic
chr19	18187169	Lucic
chr19	2091108	Lucic
chr2	17951550	Lucic
chr2	28980297	Lucic
chr2	55814096	Lucic
chr3	131185624	Lucic
chr3	176844944	Lucic
chr3	197496391	Lucic
chr3	38252369	Lucic
chr4	123893384	Lucic
chr5	109099102	Lucic
chr6	116532932	Lucic
chr6	130414492	Lucic
chr6	90938108	Lucic
chr7	110712325	Lucic
chr7	77361570	Lucic
chr7	87846437	Lucic
chr8	57904595	Lucic
chr8	87374942	Lucic
chr9	130936873	Lucic
chr1	100492473	Lucic
chr1	119588342	Lucic
chr1	167367504	Lucic
chr1	193053926	Lucic
chr10	27808257	Lucic
chr11	28320637	Lucic
chr11	66930577	Lucic
chr11	72481305	Lucic
chr11	74663348	Lucic
chr11	88058519	Lucic
chr11	9609796	Lucic
chr12	122585906	Lucic
chr12	90010884	Lucic
chr13	101053199	Lucic
chr13	77583665	Lucic
chr14	64450167	Lucic
chr15	50866943	Lucic
chr15	68424160	Lucic
chr16	2312007	Lucic
chr17	35473698	Lucic
chr17	46439699	Lucic
chr17	80574514	Lucic
chr19	36891512	Lucic
chr19	58824893	Lucic
chr2	172582794	Lucic
chr2	32630635	Lucic
chr20	37450956	Lucic
chr20	62537956	Lucic
chr20	62554611	Lucic
chr3	107257447	Lucic
chr3	110928979	Lucic
chr3	121402238	Lucic
chr3	183443726	Lucic
chr3	23583351	Lucic
chr4	122141187	Lucic
chr4	15010813	Lucic
chr4	48672703	Lucic
chr5	110443455	Lucic
chr5	151339680	Lucic
chr6	144181270	Lucic
chr6	31767629	Lucic
chr6	64271536	Lucic
chr6	89862581	Lucic
chr7	100160785	Lucic
chr7	11059275	Lucic
chr7	111001985	Lucic
chr7	124511431	Lucic
chr8	143812361	Lucic
chr8	28012565	Lucic
chr8	53581668	Lucic
chr8	71219208	Lucic
chr8	74710940	Lucic
chr1	182830133	Lucic
chr1	25681781	Lucic
chr1	40667112	Lucic
chr1	40688425	Lucic
chr1	52929477	Lucic
chr1	68949551	Lucic
chr11	17097577	Lucic
chr12	42775159	Lucic
chr12	77447024	Lucic
chr13	60609307	Lucic
chr15	52965268	Lucic
chr17	33396897	Lucic
chr17	35950275	Lucic
chr17	4130152	Lucic
chr17	73035491	Lucic
chr18	12833262	Lucic
chr18	203332	Lucic
chr19	14074936	Lucic
chr19	34719377	Lucic
chr19	42056479	Lucic
chr19	47698963	Lucic
chr2	187539785	Lucic
chr20	61552892	Lucic
chr22	50670247	Lucic
chr3	178944863	Lucic
chr3	47073131	Lucic
chr3	51451506	Lucic
chr3	73074861	Lucic
chr4	153413319	Lucic
chr4	48111981	Lucic
chr5	37432156	Lucic
chr5	52190759	Lucic
chr6	105276553	Lucic
chr6	30587139	Lucic
chr6	96975064	Lucic
chr7	135275093	Lucic
chr7	139058644	Lucic
chr7	144523913	Lucic
chr7	30561378	Lucic
chr7	8106265	Lucic
chr8	59477096	Lucic
chr9	130840914	Lucic
chr9	20374824	Lucic
chr9	6723576	Lucic
chrX	77384459	Lucic
chr1	155235315	Lucic
chr1	228591641	Lucic
chr1	31758152	Lucic
chr11	113194057	Lucic
chr11	18515327	Lucic
chr11	65927816	Lucic
chr11	66928897	Lucic
chr11	72783375	Lucic
chr12	102419605	Lucic
chr12	121776415	Lucic
chr12	132238842	Lucic
chr12	60119291	Lucic
chr13	28808936	Lucic
chr13	42044529	Lucic
chr14	100697009	Lucic
chr14	59764426	Lucic
chr14	71985849	Lucic
chr15	38769950	Lucic
chr16	1880095	Lucic
chr16	67120529	Lucic
chr17	42529691	Lucic
chr17	57843277	Lucic
chr18	67834234	Lucic
chr19	16469381	Lucic
chr19	5637013	Lucic
chr2	157417187	Lucic
chr2	199076283	Lucic
chr2	42804929	Lucic
chr2	54813086	Lucic
chr21	47935358	Lucic
chr22	41246826	Lucic
chr3	153197816	Lucic
chr3	47373901	Lucic
chr4	129857106	Lucic
chr4	139992008	Lucic
chr4	154507038	Lucic
chr4	70701832	Lucic
chr5	112234185	Lucic
chr6	35600920	Lucic
chr7	110582159	Lucic
chr7	144530619	Lucic
chr8	107424592	Lucic
chr8	12591354	Lucic
chr9	128068630	Lucic
chrX	24533260	Lucic
chr1	117058723	Lucic
chr1	197136303	Lucic
chr1	87188619	Lucic
chr10	73873023	Lucic
chr11	14708170	Lucic
chr11	63982537	Lucic
chr11	65937935	Lucic
chr12	95639891	Lucic
chr13	40341475	Lucic
chr13	51967625	Lucic
chr14	31654051	Lucic
chr14	58678172	Lucic
chr15	40899483	Lucic
chr15	49921605	Lucic
chr16	61972239	Lucic
chr17	2008744	Lucic
chr17	37938036	Lucic
chr17	40498255	Lucic
chr17	73358464	Lucic
chr18	23855952	Lucic
chr19	17910977	Lucic
chr19	37732879	Lucic
chr19	4415846	Lucic
chr19	8531050	Lucic
chr2	150438236	Lucic
chr2	211315730	Lucic
chr2	225443590	Lucic
chr2	32092033	Lucic
chr20	32979358	Lucic
chr20	58506407	Lucic
chr22	24964456	Lucic
chr22	26072366	Lucic
chr22	40693162	Lucic
chr22	43339417	Lucic
chr22	43379675	Lucic
chr3	112674089	Lucic
chr3	167506259	Lucic
chr3	182565047	Lucic
chr3	47125172	Lucic
chr4	122085131	Lucic
chr4	151631163	Lucic
chr4	2591163	Lucic
chr4	54176495	Lucic
chr4	56894051	Lucic
chr4	69197476	Lucic
chr4	89197875	Lucic
